utt_keys,utterance,emotion,v,a,d,emo_evo,start,end
Ses01F_script02_2_F027,,fru,2.5,2,2.5,"[['fru'], ['neu'], ['fru']]",269.5575,271.5911
Ses01F_script02_2_M029,,xxx,2.5,3,3,"[['fru'], ['hap'], ['oth']]",270.9007,279.64
Ses01F_script02_2_F028,,xxx,2.5,2.5,2.5,"[['fru'], ['sad'], ['fru', 'sad']]",278.74,282.92
Ses01F_script02_2_M030,,xxx,2.5,3.5,4,"[['ang'], ['fru'], ['fru', 'ang']]",282.08,294.3
Ses01F_script02_2_F029,,fru,2,3,2.5,"[['fru'], ['fru'], ['fru']]",291.9425,293.38
Ses01F_script02_2_M031,,fru,1.5,3.5,4,"[['fru'], ['fru'], ['fru', 'sad']]",294.33,309.03
Ses01F_script02_2_M032,,fru,1.5,4,4,"[['ang'], ['fru'], ['fru', 'sad']]",309.085,311.7279
Ses01F_script02_2_F030,,fru,2,3,3,"[['fru'], ['dis'], ['fru']]",311.4518,317.13
Ses01F_script02_2_M033,,neu,2.5,1.5,2.5,"[['neu'], ['fru'], ['neu']]",316.85,319.875
Ses01F_script02_2_F031,,xxx,2.5,3,2.5,"[['ang'], ['dis'], ['fru']]",319.4461,324.9325
Ses01F_script02_2_M034,,xxx,2,1.5,2,"[['ang'], ['oth'], ['neu']]",324.41,326.34
Ses01F_script02_2_F032,,fru,2.5,3,2.5,"[['fru'], ['fru'], ['fru']]",327.976,334.56
Ses01F_script02_2_M035,,fru,2,1.5,2,"[['fru'], ['oth'], ['fru']]",331.61,335.1425
Ses01F_script02_2_F033,,fru,2.5,2.5,2,"[['fru'], ['fru', 'oth'], ['fru']]",334.75,337.8491
Ses01F_script02_2_M036,,fru,1.5,3.5,2,"[['fru'], ['sad'], ['fru']]",337.3198,339.8275
Ses01F_script02_2_F034,,sad,2.5,2,2,"[['sad'], ['sad', 'oth'], ['neu']]",339.34,343.81
Ses01F_script02_2_F035,,sad,2,2.5,2,"[['sad'], ['sad'], ['sad']]",352.66,366.2026
Ses01F_script02_2_M037,,sad,2,2,1,"[['sad'], ['sad'], ['sad']]",366.2026,369.0947
Ses01F_script02_2_F036,,sad,2.5,2.5,1.5,"[['sad'], ['sad'], ['sur']]",368.63,370.8
Ses01F_script02_2_M038,,sad,2,2.5,2.5,"[['sad'], ['sad'], ['fru']]",373.51,377.1344
Ses01F_script02_2_F037,,sur,2,3.5,3,"[['hap'], ['sur'], ['sur']]",376.6511,384.03
Ses01F_script02_2_M039,,sur,3,1.5,1.5,"[['neu'], ['sur'], ['sur']]",384.0157,385.6925
Ses01F_script02_2_F038,,sur,2.5,3.5,2.5,"[['sur'], ['sur'], ['neu']]",385.3,388.75
Ses01F_script02_2_F039,,xxx,2,3.5,2.5,"[['fru'], ['fru', 'sur'], ['sur']]",389.7462,393.47
Ses01F_script02_2_F040,,sad,2,1.5,2,"[['sad'], ['sad', 'oth'], ['neu']]",394.9704,404.96
Ses01F_script02_2_M040,,neu,3,2.5,2.5,"[['neu'], ['neu'], ['neu']]",406.01,412.79
Ses01F_script02_2_F041,,neu,3,1.5,2.5,"[['hap'], ['neu'], ['neu']]",413.75,419.3655
Ses01F_script02_2_M041,,fru,3.5,2.5,2.5,"[['fru'], ['fru'], ['neu']]",419.38,423.7152
Ses01F_script02_2_M042,,neu,4,2.5,2.5,"[['neu'], ['hap'], ['neu']]",425.4413,429.7
Ses01F_script02_2_F042,,hap,4,2,2,"[['hap'], ['oth', 'hap'], ['neu']]",428.83,435.06
Ses01F_script02_2_M043,,neu,4,2,2.5,"[['hap'], ['neu'], ['neu']]",434.6255,436.0279
Ses01F_script02_2_M044,,hap,4,2.5,2.5,"[['hap'], ['hap'], ['hap']]",436.304,439.48
Ses01F_script02_2_F043,,hap,4,3,2.5,"[['hap'], ['hap'], ['sur']]",438.98,442.815
Ses01F_script02_2_M045,,xxx,2.5,2.5,2,"[['sad'], ['neu'], ['hap']]",442.36,444.56
Ses01F_script02_2_F044,,hap,4,2.5,2,"[['hap'], ['hap'], ['neu']]",444.2349,446.37
Ses01F_script02_2_M046,,hap,4,2.5,1.5,"[['hap'], ['hap'], ['neu']]",445.99,447.8802
Ses01F_script02_2_M047,,neu,3,2.5,2,"[['hap'], ['neu'], ['neu']]",449.3991,453.6338
Ses01F_script02_2_F045,,hap,3.5,1.5,1.5,"[['hap'], ['neu', 'oth'], ['hap']]",455.5669,460.16
Ses01F_script02_2_F046,,sad,3,1.5,2,"[['sad'], ['neu', 'oth'], ['sad']]",463.6525,466.1765
Ses01F_script02_2_M048,,neu,3.5,3,2.5,"[['hap'], ['neu'], ['neu']]",465.47,472.47
Ses01F_script02_2_F047,,neu,3.5,2.5,2,"[['hap'], ['neu'], ['neu']]",473.6101,476.5559
Ses01F_script02_2_M049,,hap,3.5,2.5,2.5,"[['hap'], ['hap'], ['hap']]",476.671,479.1565
Ses01M_impro06_F000,,neu,3,2.5,2,"[['neu'], ['neu'], ['neu'], ['neu']]",10.0955,12.68
Ses01M_impro06_M000,,sad,3,2.5,2,"[['sad'], ['sad'], ['sad'], ['oth']]",12.4633,16.51
Ses01M_impro06_M001,,sad,3,2,3,"[['sad'], ['sad'], ['sad'], ['neu']]",19.1808,22.89
Ses01M_impro06_F001,,neu,3,2,2.5,"[['neu'], ['sad'], ['neu'], ['fea', 'neu']]",23.26,26.3875
Ses01M_impro06_M002,,sad,2.5,2,2,"[['sad'], ['sad'], ['sad'], ['neu', 'sad']]",25.7888,30.0906
Ses01M_impro06_M003,,sad,2.5,2.5,2.5,"[['sad'], ['sad'], ['sad'], ['neu', 'sad']]",31.76,35.36
Ses01M_impro06_M004,,sad,2,3,3.5,"[['sad'], ['sad'], ['sad'], ['sad']]",36.11,40
Ses01M_impro06_F002,,neu,3,2,2.5,"[['neu'], ['sad'], ['neu'], ['neu']]",39.43,41.75
Ses01M_impro06_M005,,sad,2,2.5,3,"[['sad'], ['sad'], ['sad'], ['sad']]",41.22,44.6825
Ses01M_impro06_M006,,sad,1.5,2.5,3.5,"[['sad'], ['sad'], ['sad'], ['oth', 'sad']]",46.41,61.99
Ses01M_impro06_F003,,sad,2.5,2,2.5,"[['sad'], ['sad'], ['neu'], ['sad']]",61.86,64.65
Ses01M_impro06_M007,,sad,2,2,2.5,"[['sad'], ['sad'], ['sad'], ['sad']]",63.63,67.63
Ses01M_impro06_F004,,sad,2.5,2,2,"[['sad'], ['sad'], ['neu'], ['sur', 'sad']]",67.277,70.12
Ses01M_impro06_F005,,sad,2.5,2,3.5,"[['sad'], ['sad'], ['neu'], ['sad']]",70.205,72.2704
Ses01M_impro06_M008,,sad,2,2,3,"[['sad'], ['sad'], ['sad'], ['sad']]",71.79,76.0581
Ses01M_impro06_F006,,sad,3,2,2.5,"[['sad'], ['sad'], ['oth'], ['neu']]",76.5016,79.03
Ses01M_impro06_M009,,sad,1.5,2.5,2.5,"[['sad'], ['sad'], ['sad'], ['sad']]",79.2956,82.6661
Ses01M_impro06_M010,,sad,1.5,3,3,"[['sad'], ['sad'], ['sad'], ['sad']]",83.7526,87.234
Ses01M_impro06_F007,,neu,3,2,3,"[['neu'], ['sad'], ['neu'], ['neu']]",87.2562,89.47
Ses01M_impro06_M011,,sad,2,2.5,3,"[['sad'], ['sad'], ['sad'], ['sad']]",89.295,95.89
Ses01M_impro06_F008,,neu,2.5,2,2.5,"[['neu'], ['sad'], ['neu'], ['neu']]",94.62,96.52
Ses01M_impro06_M012,,sad,3,2,2.5,"[['sad'], ['sad'], ['sad'], ['sad']]",96.5029,97.96
Ses01M_impro06_F009,,neu,2.5,3,3,"[['neu'], ['sad'], ['neu'], ['sad']]",97.45,101.42
Ses01M_impro06_M013,,sad,2.5,3,3,"[['sad'], ['sad'], ['sad'], ['sad']]",100.6075,105.74
Ses01M_impro06_F010,,neu,2.5,3,3,"[['neu'], ['sad'], ['neu'], ['sad']]",101.5,105.8675
Ses01M_impro06_M014,,sad,2.5,3,3.5,"[['sad'], ['sad'], ['sad'], ['sad']]",105.84,109.16
Ses01M_impro06_F011,,neu,2.5,2,2.5,"[['neu'], ['sad'], ['neu'], ['sad']]",107.02,108.56
Ses01M_impro06_M015,,sad,2.5,3,3,"[['sad'], ['sad'], ['sad'], ['sad']]",109.59,114.61
Ses01M_impro06_F012,,neu,2.5,2.5,2.5,"[['neu'], ['sad'], ['neu'], ['neu', 'sad']]",112.615,113.9775
Ses01M_impro06_M016,,sad,2.5,2.5,3,"[['sad'], ['sad'], ['sad'], ['sad']]",115.9875,118.25
Ses01M_impro06_F013,,neu,2.5,3,3,"[['neu'], ['sad'], ['neu'], ['neu']]",117.85,120.8
Ses01M_impro06_M017,,sad,1.5,3,4.5,"[['sad'], ['sad'], ['sad'], ['fea', 'sad']]",123.15,146.89
Ses01M_impro06_F014,,neu,3,2.5,2.5,"[['neu'], ['sad'], ['neu'], ['neu', 'sad']]",131.1825,132.555
Ses01M_impro06_F015,,neu,3,2.5,2.5,"[['neu'], ['sad'], ['neu'], ['neu']]",143.9425,145.16
Ses01M_impro06_F016,,neu,3,2,2.5,"[['neu'], ['sad'], ['neu'], ['neu']]",145.94,147.78
Ses01M_impro06_F017,,neu,2.5,3,3,"[['neu'], ['sad'], ['neu'], ['neu', 'sad']]",148.265,150.71
Ses01M_impro06_M018,,sad,2.5,2,3,"[['sad'], ['sad'], ['sad'], ['fea', 'sad']]",150.05,153.93
Ses01M_impro06_F018,,neu,2.5,3,3,"[['neu'], ['sad'], ['neu'], ['neu', 'sad']]",157.23,159.57
Ses01M_impro06_M019,,sad,2,2.5,3,"[['sad'], ['sad'], ['sad'], ['sad']]",154.55,157.4
Ses01M_impro06_F019,,neu,3,2.5,3,"[['neu'], ['sad'], ['neu'], ['neu', 'sad']]",159.75,163.9425
Ses01M_impro06_M020,,sad,3,2.5,2,"[['sad'], ['sad'], ['sad'], ['sad']]",159.35,160.74
Ses01M_impro06_M021,,sad,2,2,3.5,"[['sad'], ['sad'], ['sad'], ['sad']]",163.73,165.86
Ses01M_impro06_F020,,neu,2.5,2.5,3.5,"[['neu'], ['sad'], ['neu'], ['neu', 'hap', 'sad']]",178.3706,181.43
Ses01M_impro06_M022,,sad,2.5,2,3,"[['sad'], ['sad'], ['sad'], ['sad']]",181.8077,184.86
Ses01M_impro06_F021,,neu,2.5,2,2.5,"[['neu'], ['sad'], ['neu'], ['neu']]",184.26,186.2647
Ses01M_impro06_M023,,sad,2.5,2,3.5,"[['sad'], ['sad'], ['sad'], ['sad']]",186.5973,189.55
Ses01M_impro06_F022,,neu,2.5,2,2.5,"[['neu'], ['sad'], ['neu'], ['neu']]",188.97,190.92
Ses01M_impro06_M024,,sad,1.5,3,3.5,"[['sad'], ['sad'], ['sad'], ['sad']]",193.13,197.51
Ses01M_impro06_F023,,neu,3,2,2.5,"[['neu'], ['sad'], ['neu'], ['neu']]",197.06,199.05
Ses01M_impro06_F024,,neu,3,2,3,"[['neu'], ['sad'], ['neu'], ['neu']]",200.3676,203.16
Ses01M_impro06_M025,,sad,3,2,2.5,"[['sad'], ['sad'], ['sad'], ['sad']]",202.51,203.85
Ses01M_impro06_M026,,sad,2.5,3,3.5,"[['sad'], ['sad'], ['sad'], ['sad']]",205.65,208.5721
Ses01M_impro06_F025,,neu,2.5,2,2.5,"[['neu'], ['sad'], ['neu'], ['neu']]",208.8826,210.7397
Ses01M_impro06_M027,,sad,2.5,2,2.5,"[['sad'], ['sad'], ['sad'], ['sad']]",210.21,212.22
Ses01M_impro06_F026,,neu,3,3,3,"[['neu'], ['sad'], ['neu'], ['neu', 'sad']]",214.6701,217.6415
Ses01M_impro06_M028,,sad,3.5,2.5,4,"[['sad'], ['sad'], ['sad'], ['neu', 'sad']]",217.5175,221.8768
Ses01M_impro06_M029,,sad,2,2.5,3,"[['sad'], ['sad'], ['sad'], ['fru', 'sad']]",225.32,227.51
Ses01M_impro06_F027,,neu,3,2,2.5,"[['neu'], ['sad'], ['neu'], ['neu']]",233.02,235.13
Ses01M_impro06_M030,,sad,1.5,3,4.5,"[['sad'], ['sad'], ['sad'], ['fru', 'sad']]",227.54,234.26
Ses01M_impro06_F028,,neu,3,2,2.5,"[['neu'], ['sad'], ['neu'], ['neu']]",239.1062,242.6985
Ses01M_script01_2_F000,,ang,2.5,2.5,3,"[['ang'], ['ang'], ['oth']]",5.3913,8.235
Ses01M_script01_2_M000,,neu,3,4,2.5,"[['fru', 'fea'], ['neu'], ['neu']]",8.4194,12.92
Ses01M_script01_2_F001,,ang,2.5,2,3,"[['ang'], ['ang'], ['oth']]",12.74,17.28
Ses01M_script01_2_M001,,neu,3,3.5,2.5,"[['fru'], ['neu'], ['neu']]",18.19,25.36
Ses01M_script01_2_M002,,fru,2.5,3.5,3.5,"[['fru'], ['neu'], ['fru']]",26.55,32.19
Ses01M_script01_2_F002,,xxx,2.5,2.5,3,"[['fru'], ['ang'], ['oth']]",32.63,35.3425
Ses01M_script01_2_M003,,fru,2.5,3,3.5,"[['fru'], ['neu'], ['fru']]",34.71,37.21
Ses01M_script01_2_F003,,xxx,2.5,3,4,"[['fru'], ['ang'], ['oth']]",36.76,39.48
Ses01M_script01_2_M004,,fru,2,2.5,3,"[['fru'], ['neu'], ['fru']]",39.17,41.69
Ses01M_script01_2_F004,,ang,1.5,4,4,"[['ang'], ['ang'], ['ang']]",41.18,44.7
Ses01M_script01_2_M005,,fru,2.5,3,3.5,"[['fru'], ['fru'], ['fru']]",44.67,48.37
Ses01M_script01_2_F005,,ang,1.5,4.5,5,"[['fru'], ['ang'], ['ang']]",47.62,56.06
Ses01M_script01_2_M006,,fru,2.5,3,3,"[['fru'], ['ang'], ['fru']]",63.52,65.28
Ses01M_script01_2_F006,,xxx,1.5,3.5,4.5,"[['fru'], ['ang'], ['oth']]",64.42,72.36
Ses01M_script01_2_M007,,neu,3,2,2.5,"[['dis'], ['neu'], ['neu']]",71.88,74.4
Ses01M_script01_2_F007,,xxx,2,3,4.5,"[['fru'], ['ang'], ['oth']]",74.01,86.77
Ses01M_script01_2_M008,,fru,2.5,2.5,3.5,"[['fru'], ['fru'], ['fru']]",87.53,93.44
Ses01M_script01_2_F008,,fru,1.5,3,4.5,"[['fru'], ['ang'], ['fru']]",92.83,103
Ses01M_script01_2_M009,,fru,2,3.5,3.5,"[['fru'], ['fru'], ['fru']]",102.61,106.86
Ses01M_script01_2_F009,,ang,2,4.5,4.5,"[['ang'], ['ang'], ['fru', 'ang']]",104.705,118.32
Ses01M_script01_2_M010,,fru,2.5,2,2.5,"[['fru', 'sad'], ['fru'], ['fru']]",119.21,121.2425
Ses01M_script01_2_F010,,xxx,2,2.5,3.5,"[['fru', 'sad'], ['sad'], ['fru']]",120.94,124.39
Ses01M_script01_2_M011,,fru,2,2.5,2.5,"[['fru'], ['fru'], ['fru']]",124.2883,125.3375
Ses01M_script01_2_F011,,ang,1.5,4.5,5,"[['ang'], ['ang'], ['ang']]",124.98,135.2991
Ses01M_script01_2_M012,,fru,2,3,3,"[['fru'], ['fru'], ['fru']]",134.69,137.07
Ses01M_script01_2_F012,,ang,1.5,3.5,4.5,"[['ang'], ['sad'], ['ang']]",136.61,145.6
Ses01M_script01_2_M013,,fru,2,3,3,"[['fru'], ['fru'], ['fru']]",138.57,142.3975
Ses01M_script01_2_M014,,fru,2.5,3,2.5,"[['fru'], ['fru'], ['fru']]",144.44,146.79
Ses01M_script01_2_F013,,ang,1,3.5,4.5,"[['ang'], ['ang'], ['ang']]",145.64,150.29
Ses01M_script01_2_M015,,ang,1.5,4,4,"[['ang'], ['ang'], ['fru', 'ang']]",147.5375,152.12
Ses01M_script01_2_M016,,ang,2,2.5,4,"[['ang'], ['dis'], ['fru', 'ang']]",152.66,157.89
Ses01M_script01_2_F014,,xxx,2,2,2.5,"[['fru', 'dis'], ['sad'], ['neu']]",159.3,161.86
Ses01M_script01_2_M017,,ang,1.5,3,4.5,"[['ang'], ['ang'], ['ang']]",163.38,167.43
Ses01F_script01_1_F000,,fru,2,2.3333,2.3333,"[['fea'], ['fru'], ['fru']]",6.21,9.32
Ses01F_script01_1_F001,,xxx,2,2.3333,1.6667,"[['fea'], ['oth'], ['neu']]",9.35,12.8955
Ses01F_script01_1_M000,,neu,3,1.6667,2.3333,"[['neu'], ['neu'], ['neu']]",11.9892,15.1219
Ses01F_script01_1_F002,,sur,2.3333,2.3333,2.6667,"[['fea'], ['sur'], ['sur']]",14.3063,19.5526
Ses01F_script01_1_M001,,neu,3,2,2.3333,"[['neu'], ['neu'], ['neu']]",19.0456,22.3962
Ses01F_script01_1_F003,,xxx,3,3,2.6667,"[['fea'], ['sur'], ['neu']]",22.32,24.6667
Ses01F_script01_1_M002,,neu,2.6667,3,2.3333,"[['neu'], ['neu'], ['neu']]",24.8,35.9971
Ses01F_script01_1_F004,,xxx,2,2,2,"[['fru'], ['oth'], ['neu']]",35.3799,39.09
Ses01F_script01_1_M003,,neu,3,2,2,"[['fru'], ['neu'], ['neu']]",38.66,40.53
Ses01F_script01_1_F005,,neu,2,1.6667,2,"[['fru'], ['neu'], ['neu']]",40.02,44.9688
Ses01F_script01_1_M004,,neu,3,2,2,"[['fru'], ['neu'], ['neu']]",44.55,47.23
Ses01F_script01_1_F006,,xxx,1.6667,2.3333,3.3333,"[['fru'], ['neu'], ['dis']]",46.95,52.32
Ses01F_script01_1_M005,,fru,2.6667,2.6667,2.3333,"[['fru'], ['fru'], ['neu']]",51.43,59.55
Ses01F_script01_1_F007,,xxx,2.6667,3.6667,3.6667,"[['ang'], ['sur'], ['dis']]",58.95,60.88
Ses01F_script01_1_M006,,xxx,2.6667,2.6667,2.6667,"[['fru'], ['sad'], ['neu']]",62.1628,68.25
Ses01F_script01_1_F008,,xxx,2,2.3333,2.6667,"[['fru'], ['sur'], ['neu']]",67.6,70.67
Ses01F_script01_1_M007,,neu,2.6667,3,3,"[['fru'], ['neu'], ['neu']]",70.0764,78.8718
Ses01F_script01_1_F009,,fru,2.6667,2.6667,3.6667,"[['fru'], ['fru'], ['neu']]",78.3648,81.5611
Ses01F_script01_1_M008,,fru,2.3333,2.6667,3,"[['fru'], ['fru'], ['neu']]",81.4068,89.4307
Ses01F_script01_1_M009,,fru,2.3333,3.6667,3.6667,"[['fru'], ['fru'], ['fru']]",89.7172,101.38
Ses01F_script01_1_F010,,fru,2.6667,2.6667,3,"[['fru'], ['fru'], ['neu']]",100.14,102.3482
Ses01F_script01_1_M010,,neu,3,3.3333,3.6667,"[['fru'], ['neu'], ['neu']]",102.1,104.72
Ses01F_script01_1_F011,,fru,2.3333,3.3333,3.6667,"[['fru'], ['fru'], ['fru']]",104.29,108.7408
Ses01F_script01_1_M011,,fru,2.3333,2.3333,3.3333,"[['fru'], ['fru'], ['neu']]",108.1897,118.47
Ses01F_script01_1_F012,,fru,2.3333,3,4,"[['fru'], ['fru'], ['neu']]",117.8228,129.51
Ses01F_script01_1_M012,,neu,3,1.3333,2,"[['fru'], ['neu'], ['neu']]",130.76,134.59
Ses01F_script01_1_F013,,xxx,2.3333,4.3333,3.6667,"[['ang'], ['fru', 'ang'], ['fru']]",134.01,141.95
Ses01F_script01_1_M013,,fru,3,2.3333,2.3333,"[['fru'], ['fru'], ['neu']]",141.05,149.75
Ses01F_script01_1_F014,,fru,2.6667,1.6667,2.3333,"[['fru'], ['fru'], ['neu']]",150.27,152.6736
Ses01F_script01_1_M014,,neu,3,1.6667,2.3333,"[['fru'], ['neu'], ['neu']]",153.886,155.8699
Ses01F_script01_1_F015,,neu,3,2.3333,3,"[['fru'], ['neu'], ['neu']]",156.1786,160.67
Ses01F_script01_1_M015,,neu,3,1.6667,2.6667,"[['neu'], ['neu'], ['neu']]",161.998,165.3487
Ses01F_script01_1_F016,,xxx,2.6667,2.6667,3,"[['ang'], ['fru'], ['neu']]",165.6573,169.559
Ses01F_script01_1_M016,,neu,3.6667,2.6667,2.3333,"[['fru'], ['neu'], ['neu']]",169.7574,172.18
Ses01F_script01_1_F017,,xxx,2,3,3.6667,"[['ang'], ['fru', 'ang'], ['fru']]",171.63,175.49
Ses01F_script01_1_M017,,neu,3,2.6667,2.6667,"[['fru'], ['neu'], ['neu']]",174.7833,177.72
Ses01F_script01_1_F018,,xxx,2.6667,2.6667,2.3333,"[['ang'], ['fru'], ['neu']]",176.96,179.75
Ses01F_script01_1_M018,,fru,3,3.3333,3.6667,"[['fru'], ['fru'], ['fru']]",179.28,181.9475
Ses01F_script01_1_F019,,xxx,3,2.6667,2.3333,"[['ang'], ['fru'], ['neu']]",183.98,186.05
Ses01F_script01_1_M019,,ang,2,4.3333,4,"[['ang'], ['fru', 'ang'], ['dis', 'ang']]",185.03,195.28
Ses01F_script01_1_F020,,xxx,2.3333,4,4.3333,"[['fru'], ['fru', 'ang'], ['ang']]",194.06,198.91
Ses01F_script01_1_M020,,fru,2.6667,4,3.6667,"[['fru'], ['fru'], ['ang']]",197.6,199.7475
Ses01F_script01_1_F021,,fru,2.3333,4,4,"[['fru'], ['fru'], ['fru', 'ang']]",205.16,215.17
Ses01F_script01_1_F022,,fru,2.3333,3.3333,2.3333,"[['fru'], ['fru'], ['fru']]",219.04,223.82
Ses01F_script01_1_M021,,fru,2,3,2.3333,"[['fru'], ['fru'], ['neu']]",224.7,236.05
Ses01F_script01_1_F023,,fru,3.3333,2.6667,2.3333,"[['fru'], ['fru'], ['neu']]",235.2,238.56
Ses01F_script01_1_M022,,fru,2,3.3333,3.3333,"[['fru'], ['fru'], ['ang']]",237.8,240.429
Ses01F_script01_1_F024,,fru,2.6667,2.6667,2.6667,"[['fru'], ['fru'], ['fru']]",241.3769,245.1904
Ses01F_script01_1_M023,,neu,3,2,2.3333,"[['fru'], ['neu'], ['neu']]",245.2786,247.57
Ses01F_script01_1_F025,,fru,2.6667,3.3333,3.6667,"[['fru'], ['fru'], ['ang']]",246.8,251.4508
Ses01F_script01_1_M024,,neu,2.6667,1.6667,2,"[['sad'], ['neu'], ['neu']]",251.2965,261.05
Ses01F_script01_1_M025,,neu,2.6667,2,3,"[['sad'], ['neu'], ['neu']]",262.65,267.2119
Ses01F_script01_1_F026,,fru,2.6667,2.6667,3,"[['fru'], ['neu'], ['fru']]",266.83,270.73
Ses01F_script01_1_M026,,fru,2,3.3333,3,"[['fru'], ['fru'], ['fru']]",269.73,274.6626
Ses01F_script01_1_F027,,fru,2.3333,2.3333,2.3333,"[['fru'], ['oth'], ['fru']]",274.1997,277.21
Ses01F_script01_1_M027,,fru,3,2.6667,2.6667,"[['fru'], ['fru'], ['neu']]",276.24,278.3659
Ses01F_script01_1_F028,,fru,2.3333,2,2.3333,"[['fru'], ['fru'], ['neu']]",278.15,282.59
Ses01F_script01_1_M028,,fru,2,3,1.6667,"[['fru'], ['fru'], ['neu']]",281.57,283.89
Ses01F_script01_1_F029,,fru,2.3333,3.6667,3.6667,"[['fru'], ['fru'], ['fru', 'dis']]",282.73,286.92
Ses01F_script01_1_M029,,fru,2.6667,3,3.3333,"[['fru'], ['fru'], ['neu']]",285.96,296.03
Ses01F_script01_1_M030,,fru,1.6667,4.3333,4.6667,"[['fru'], ['fru', 'ang'], ['fru']]",297,300.07
Ses01F_script01_1_F030,,fru,2.6667,2,1.6667,"[['fru'], ['neu'], ['fru']]",299.31,302.195
Ses01F_script01_1_F031,,fru,2.3333,2.3333,1.6667,"[['fru'], ['fru'], ['dis']]",304.23,308.98
Ses01F_script01_1_F032,,fru,2,2,2.6667,"[['fru'], ['fru'], ['fru', 'dis']]",309.04,312.7098
Ses01F_script01_1_F033,,fru,2.6667,2.6667,3.3333,"[['fru'], ['fru', 'oth'], ['fru', 'dis']]",312.74,318.2648
Ses01F_script01_1_M031,,fru,2,2,1.3333,"[['fru'], ['fru'], ['fru']]",318.2868,321.98
Ses01F_script01_1_F034,,neu,2.3333,2.6667,2.3333,"[['fru'], ['neu'], ['neu']]",323.3348,326.075
Ses01F_script01_1_M032,,fru,2.6667,3.6667,3.3333,"[['fru'], ['fru'], ['neu']]",325.73,336.5389
Ses01F_script01_1_M033,,fru,2,2,3,"[['fru'], ['fru'], ['neu']]",336.7373,342.3143
Ses01F_script01_1_F035,,ang,1.6667,3.6667,4,"[['ang'], ['sur', 'ang'], ['dis', 'ang']]",341.97,344.8052
Ses01F_script01_1_M034,,neu,3,2.6667,3.3333,"[['fru'], ['neu'], ['neu']]",344.4966,350.15
Ses01F_script01_1_F036,,xxx,3,4,3.6667,"[['oth'], ['fru', 'ang'], ['sur']]",349.63,352.5866
Ses01F_script01_1_M035,,fru,2.3333,2.3333,2.3333,"[['fru'], ['fru'], ['neu']]",352.1016,356.88
Ses01F_script01_1_F037,,ang,1.3333,4.3333,4.3333,"[['ang'], ['fru', 'sur', 'ang'], ['dis']]",356.4,359.87
Ses01F_script01_1_M036,,fru,3,3.3333,3,"[['fru'], ['fru'], ['neu']]",359.03,362.82
Ses01F_script01_1_F038,,ang,2,3.6667,3.6667,"[['ang'], ['ang'], ['oth', 'dis']]",361.81,364.61
Ses01F_script01_1_M037,,fru,3,4,4,"[['fru'], ['fru', 'ang'], ['fru']]",363.87,373.5675
Ses01F_script01_1_M038,,fru,2.6667,3.6667,3.6667,"[['fru'], ['fru'], ['neu']]",373.5975,383.15
Ses01F_script01_1_F039,,fru,2.3333,3,3.6667,"[['fru'], ['fru'], ['neu']]",382.6,387.97
Ses01F_script01_1_M039,,neu,3,1.6667,2,"[['fru'], ['neu'], ['neu']]",387.5,390.11
Ses01F_script01_1_F040,,fru,2.3333,2.6667,4,"[['fru'], ['fru', 'ang'], ['neu']]",389.54,392.9042
Ses01F_script01_1_M040,,neu,3,1.6667,2,"[['fru'], ['neu'], ['neu']]",392.31,395.69
Ses01F_script01_1_F041,,ang,1.6667,4.6667,4.3333,"[['ang'], ['fru', 'ang'], ['fru', 'ang']]",394.91,404.69
Ses01F_script01_1_M041,,fru,2.6667,2.6667,2.3333,"[['fru'], ['fru'], ['neu']]",403.43,407.04
Ses01F_script01_1_F042,,ang,2,4,3.6667,"[['ang'], ['fru', 'ang'], ['ang']]",406.39,409.46
Ses01F_script01_1_M042,,fru,3,2.6667,3.6667,"[['fru'], ['fru'], ['neu']]",408.96,412.8536
Ses01F_script01_1_F043,,fru,2.3333,2.3333,2,"[['fru'], ['fru'], ['neu']]",412.7875,416.2484
Ses01F_script01_1_M043,,fru,3,2.3333,3.3333,"[['fru'], ['fru'], ['neu']]",415.92,420.4807
Ses01F_script01_1_F044,,fru,2.3333,1.3333,1.3333,"[['fru'], ['fru'], ['neu']]",420.35,423.2141
Ses01F_script01_2_F000,,xxx,2.5,2.5,3,"[['fru'], ['ang'], ['oth']]",6.78,10.59
Ses01F_script01_2_M000,,xxx,2.5,2.5,3,"[['fru'], ['sur'], ['neu']]",10.084,13.48
Ses01F_script01_2_F001,,xxx,2.5,2,3.5,"[['fru'], ['ang'], ['oth']]",12.71,17.23
Ses01F_script01_2_M001,,neu,3,3,2.5,"[['fru'], ['neu'], ['neu']]",16.63,21.66
Ses01F_script01_2_F002,,xxx,2.5,2.5,4.5,"[['fru'], ['ang'], ['oth']]",21.25,26.41
Ses01F_script01_2_M002,,xxx,3,3,3,"[['fru'], ['neu'], ['oth']]",25.73,33.08
Ses01F_script01_2_M003,,fru,2,3.5,4,"[['fru'], ['fru'], ['fru']]",33.62,40.52
Ses01F_script01_2_F003,,ang,2,2.5,4,"[['ang'], ['ang'], ['ang']]",39.93,42.96
Ses01F_script01_2_M004,,neu,2.5,3,2.5,"[['fru'], ['neu'], ['neu']]",42.44,45.24
Ses01F_script01_2_F004,,ang,2.5,2.5,3.5,"[['ang'], ['ang'], ['oth']]",44.35,46.3
Ses01F_script01_2_M005,,xxx,3,2.5,3,"[['fru'], ['neu'], ['oth']]",45.8,47.59
