speaker,utt_id,utterance,emotion,sentiment,eda1,eda2,eda3,eda4,eda5,EDA,all_match,con_match,match
b'Ses01F_script02_2_F',019,b'',hap,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_M',018,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_F',020,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_M',019,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_F',021,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_M',020,b'',fru,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_F',022,b'',sad,,sd,sd,na,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01F_script02_2_M',021,b'',neu,,b,fc,b,aa,b,b,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01F_script02_2_M',022,b'',neu,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_F',023,b'',neu,,aa,nn,nn,nn,nn,nn,AllNotMatch,ConMatch,NotMatch
b'Ses01F_script02_2_M',023,b'',neu,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_F',024,b'',xxx,,aa,nn,nn,nn,nn,nn,AllNotMatch,ConMatch,NotMatch
b'Ses01F_script02_2_M',024,b'',hap,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_F',025,b'',fru,,aa,nn,nn,nn,nn,nn,AllNotMatch,ConMatch,NotMatch
b'Ses01F_script02_2_M',025,b'',xxx,,br,qy,br,qw,br,br,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01F_script02_2_M',026,b'',hap,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_F',026,b'',neu,,aa,nn,nn,nn,nn,nn,AllNotMatch,ConMatch,NotMatch
b'Ses01F_script02_2_M',027,b'',oth,,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses01F_script02_2_M',028,b'',xxx,,^2,qy,qy^d,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01F_script02_2_F',027,b'',fru,,aa,nn,nn,nn,nn,nn,AllNotMatch,ConMatch,NotMatch
b'Ses01F_script02_2_M',029,b'',xxx,,qy,sd,qy,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses01F_script02_2_F',028,b'',xxx,,sd,sd,na,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01F_script02_2_M',030,b'',xxx,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_F',029,b'',fru,,sv,%,qo,sd,nn,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_M',031,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_M',032,b'',fru,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_F',030,b'',fru,,sv,qy,^q,^q,qy,^q,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses01F_script02_2_M',033,b'',neu,,sv,sv,sv,sd,aa,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_F',031,b'',xxx,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses01F_script02_2_M',034,b'',xxx,,b,aa,aa,b,aa,aa,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01F_script02_2_F',032,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_M',035,b'',fru,,sv,%,^2,^2,aa,^2,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses01F_script02_2_F',033,b'',fru,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_M',036,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_F',034,b'',sad,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01F_script02_2_F',035,b'',sad,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01F_script02_2_M',037,b'',sad,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_F',036,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_M',038,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_F',037,b'',sur,,sv,sv,sv,^q,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01F_script02_2_M',039,b'',sur,,bh,qy,b,qy,b,b,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses01F_script02_2_F',038,b'',sur,,qy,qy,qy,qy,ad,qy,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01F_script02_2_F',039,b'',xxx,,ba,^q,sv,na,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_F',040,b'',sad,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_M',040,b'',neu,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01F_script02_2_F',041,b'',neu,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_M',041,b'',fru,,sv,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01F_script02_2_M',042,b'',neu,,sd,sd,qy,sd,qy,qy,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses01F_script02_2_F',042,b'',hap,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_M',043,b'',neu,,sv,%,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses01F_script02_2_M',044,b'',hap,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_F',043,b'',hap,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_M',045,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_F',044,b'',hap,,sv,sv,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01F_script02_2_M',046,b'',hap,,sv,%,sd,sd,ba,sd,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses01F_script02_2_M',047,b'',neu,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_F',045,b'',hap,,sd,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses01F_script02_2_F',046,b'',sad,,sd,sd,ft,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01F_script02_2_M',048,b'',neu,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01F_script02_2_F',047,b'',neu,,sd,^2,fc,sv,ba,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01F_script02_2_M',049,b'',hap,,sd,^2,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_impro06_F',000,b'',neu,,qy,qy,qy,qy,br,qy,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_impro06_M',000,b'',sad,,b,sd,sd,ny,ny,ny,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses01M_impro06_M',001,b'',sad,,sv,sv,sv,bf,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_impro06_F',001,b'',neu,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',002,b'',sad,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',003,b'',sad,,sd,sd,sd,na,nn,sd,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Ses01M_impro06_M',004,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_F',002,b'',neu,,sv,sv,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses01M_impro06_M',005,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',006,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_F',003,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',007,b'',sad,,sv,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_impro06_F',004,b'',sad,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_F',005,b'',sad,,ba,sd,ba,na,nn,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',008,b'',sad,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_impro06_F',006,b'',sad,,qy^d,qy,qy,qy,sd,qy,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_impro06_M',009,b'',sad,,aa,nn,nn,nn,nn,nn,AllNotMatch,ConMatch,NotMatch
b'Ses01M_impro06_M',010,b'',sad,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_impro06_F',007,b'',neu,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',011,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_F',008,b'',neu,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',012,b'',sad,,br,br,br,qw,br,br,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_impro06_F',009,b'',neu,,qy,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses01M_impro06_M',013,b'',sad,,sd,sd,sv,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_impro06_F',010,b'',neu,,b,qy,b,b,b,b,AllNotMatch,ConMatch,NotMatch
b'Ses01M_impro06_M',014,b'',sad,,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses01M_impro06_F',011,b'',neu,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',015,b'',sad,,sd,sd,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses01M_impro06_F',012,b'',neu,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',016,b'',sad,,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_impro06_F',013,b'',neu,,aa,aa,aa,aa,b,aa,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_impro06_M',017,b'',sad,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_impro06_F',014,b'',neu,,b,sd,ba,bf,aa,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_impro06_F',015,b'',neu,,^2,fc,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses01M_impro06_F',016,b'',neu,,b,sd,fp,qy,ba,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_impro06_F',017,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',018,b'',sad,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_impro06_F',018,b'',neu,,sv,sv,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_impro06_M',019,b'',sad,,sv,qy,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_impro06_F',019,b'',neu,,sv,qy,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses01M_impro06_M',020,b'',sad,,br,br,br,qw,br,br,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_impro06_M',021,b'',sad,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_F',020,b'',neu,,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_impro06_M',022,b'',sad,,sd,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_impro06_F',021,b'',neu,,b,sd,ba,bf,ba,ba,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses01M_impro06_M',023,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_F',022,b'',neu,,sd,sd,x,sv,ba,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',024,b'',sad,,sv,sv,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_impro06_F',023,b'',neu,,b,sd,ba,bf,aa,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_impro06_F',024,b'',neu,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',025,b'',sad,,b,sd,^h,sd,ny,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',026,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_F',025,b'',neu,,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_impro06_M',027,b'',sad,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_F',026,b'',neu,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_impro06_M',028,b'',sad,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',029,b'',sad,,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_impro06_F',027,b'',neu,,b,b,b,b,b,b,AllMatch,NotConMatch,NotMatch
b'Ses01M_impro06_M',030,b'',sad,,sv,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses01M_impro06_F',028,b'',neu,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01M_script01_2_F',000,b'',ang,,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script01_2_M',000,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script01_2_F',001,b'',ang,,qy,sd,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script01_2_M',001,b'',neu,,sd,qy,sd,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_script01_2_M',002,b'',fru,,sd,sd,sd,sd,qy,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_script01_2_F',002,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script01_2_M',003,b'',fru,,qw,qy,qo,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_script01_2_F',003,b'',xxx,,sv,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01M_script01_2_M',004,b'',fru,,br,qy,^q,qw,br,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_script01_2_F',004,b'',ang,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses01M_script01_2_M',005,b'',fru,,fc,sd,ad,sd,ba,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_script01_2_F',005,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script01_2_M',006,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script01_2_F',006,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script01_2_M',007,b'',neu,,qw,qh,ad,qh,ad,ad,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses01M_script01_2_F',007,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script01_2_M',008,b'',fru,,qy,qy,qy,^q,qy,qy,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_script01_2_F',008,b'',fru,,sv,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script01_2_M',009,b'',fru,,qw,qo,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script01_2_F',009,b'',ang,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script01_2_M',010,b'',fru,,b^m,sd,ad,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_script01_2_F',010,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script01_2_M',011,b'',fru,,sv,%,sd,sd,sd,sd,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script01_2_F',011,b'',ang,,sd,sd,ad,sd,sv,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01M_script01_2_M',012,b'',fru,,fc,fc,fc,sd,fc,fc,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01M_script01_2_F',012,b'',ang,,sv,sd,ad,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01M_script01_2_M',013,b'',fru,,fc,"fo_o_fw_""_by_bc",fc,fc,fc,fc,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script01_2_M',014,b'',fru,,sd,sv,fc,ad,fc,fc,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses01M_script01_2_F',013,b'',ang,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01M_script01_2_M',015,b'',ang,,qw,qo,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses01M_script01_2_M',016,b'',ang,,ad,sd,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses01M_script01_2_F',014,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01M_script01_2_M',017,b'',ang,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_F',000,b'',fru,,qw,qy,qw,qw,qw,qw,AllNotMatch,ConMatch,NotMatch
b'Ses01F_script01_1_F',001,b'',xxx,,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01F_script01_1_M',000,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_F',002,b'',sur,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_M',001,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_F',003,b'',xxx,,br,qy,qw,qw,br,qw,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses01F_script01_1_M',002,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_F',004,b'',xxx,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_M',003,b'',neu,,h,sd,no,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01F_script01_1_F',005,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_M',004,b'',neu,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01F_script01_1_F',006,b'',xxx,,sv,sv,sv,sd,qy,sv,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Ses01F_script01_1_M',005,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_F',007,b'',xxx,,br,br,br,qw,br,br,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01F_script01_1_M',006,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_F',008,b'',xxx,,qw,qo,qo,qw,qw,qw,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01F_script01_1_M',007,b'',neu,,sd,qh,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses01F_script01_1_F',009,b'',fru,,qw,qw,qw,qw,qw,qw,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_M',008,b'',fru,,sd,sd,sd,sv,sv,sv,AllNotMatch,ConMatch_eda5_eda4_con,NotMatch
b'Ses01F_script01_1_M',009,b'',fru,,qy,qh,qy,qh,qw,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_F',010,b'',fru,,fc,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01F_script01_1_M',010,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_F',011,b'',fru,,qw,qy,qy,qy,qy,qy,AllNotMatch,ConMatch,NotMatch
b'Ses01F_script01_1_M',011,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_F',012,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_M',012,b'',neu,,fc,fc,fc,^q,sd,fc,AllNotMatch,NotConMatch,ConfMatchFirst123
b'Ses01F_script01_1_F',013,b'',xxx,,sv,sv,sv,sv,sd,sv,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01F_script01_1_M',013,b'',fru,,sd,qy,sd,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01F_script01_1_F',014,b'',fru,,br,qw,qo,qw,br,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_M',014,b'',neu,,sv,sv,sv,sd,sv,sv,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01F_script01_1_F',015,b'',neu,,sd,qy,qh,qw,qy,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_M',015,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_F',016,b'',xxx,,sd,sv,sv,qy,sd,xx,AllNotMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_M',016,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_F',017,b'',xxx,,qy,qh,qw,qy,qw,qw,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses01F_script01_1_M',017,b'',neu,,qy^d,qy,ad,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01F_script01_1_F',018,b'',xxx,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_M',018,b'',fru,,sd,sd,bf,sd,sd,sd,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01F_script01_1_F',019,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_M',019,b'',ang,,qh,qy,sd,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01F_script01_1_F',020,b'',xxx,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_M',020,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_F',021,b'',fru,,sv,sv,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses01F_script01_1_F',022,b'',fru,,sd,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01F_script01_1_M',021,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_F',023,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_M',022,b'',fru,,ba,sd,sv,sv,sv,sv,AllNotMatch,ConMatch,NotMatch
b'Ses01F_script01_1_F',024,b'',fru,,qy,qy,qy,qy,qy,qy,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_M',023,b'',neu,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_F',025,b'',fru,,qy,qh,qw,qy,qy,qy,AllNotMatch,ConMatch_eda5_eda4_strong,NotMatch
b'Ses01F_script01_1_M',024,b'',neu,,sv,sd,sd,sd,sv,sd,AllNotMatch,ConMatch_eda4_eda3_strong,NotMatch
b'Ses01F_script01_1_M',025,b'',neu,,sd,sd,ad,ad,sd,ad,AllNotMatch,ConMatch_eda4_eda3_con,NotMatch
b'Ses01F_script01_1_F',026,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_M',026,b'',fru,,sd,sd,sd,sd,sd,sd,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_F',027,b'',fru,,qh,qy,qw,qh,qw,qw,AllNotMatch,ConMatch_eda5_eda3_con,NotMatch
b'Ses01F_script01_1_M',027,b'',fru,,sv,sd,sd,sv,sd,sd,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
b'Ses01F_script01_1_F',028,b'',fru,,sv,sv,sv,sv,sv,sv,AllMatch,NotConMatch,NotMatch
b'Ses01F_script01_1_M',028,b'',fru,,h,sd,h,sd,h,h,AllNotMatch,ConMatch_eda5_eda3_strong,NotMatch
